run_id,document_id,doc_filename,pass_name,chunk_index,candidate_key,self_ref,page_number,token_count,used,final_score,cosine,rerank_norm,field_label_norm,pass_keyword_norm,anchor_text_norm,anchor_section_norm,section_norm,is_table,pattern_norm,negative_norm,chunk_text
e864ba84-6b3c-41d8-8da3-688cb3034524,ddaa9e36-2854-47c3-bc94-ff38d531dafd,SA-2 Guideline _ Зенитный Ракетный Комплекс С-75 Двина_Десна_Волхов.pdf,missile_airframe,58,e864ba84-6b3c-41d8-8da3-688cb3034524:chunk_58,chunk_58,27,56,0,1.0054054054054054,0.45113712549209595,1.0,0.0,0.42857142857142855,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,"References/Sources 1. Said Aminov, Vestnik PVO , URL: http://pvo.guns.ru 2. Peter Skarus, Peter's ADA - Theorie und Grundlagen  der Fla , URL: http://peters-ada.de/"
e864ba84-6b3c-41d8-8da3-688cb3034524,ddaa9e36-2854-47c3-bc94-ff38d531dafd,SA-2 Guideline _ Зенитный Ракетный Комплекс С-75 Двина_Десна_Волхов.pdf,missile_airframe,11,e864ba84-6b3c-41d8-8da3-688cb3034524:chunk_11,chunk_11,4,27,0,0.949568925209761,0.49748504161834717,0.9279473035881394,0.0,0.42857142857142855,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,Early model 1D SA-2 Guideline missile (Almaz image via http://peters-ada.de/).
e864ba84-6b3c-41d8-8da3-688cb3034524,ddaa9e36-2854-47c3-bc94-ff38d531dafd,SA-2 Guideline _ Зенитный Ракетный Комплекс С-75 Двина_Десна_Волхов.pdf,missile_airframe,7,e864ba84-6b3c-41d8-8da3-688cb3034524:chunk_7,chunk_7,3,461,0,0.6279519996062343,0.5740538835525513,0.5955195671738018,0.0,0.5714285714285714,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,"This image is classified as an engineering_drawing (High Confidence; alternate: block_diagram) based on the presence of a technical line illustration of a missile airframe featuring numbered callouts (1–16) and a descriptive title. The object is a cylindrical, two-stage missile characterized by a conical nose cone (1) and a slender main body (6). Aerodynamic control is provided by mid-body delta-shaped wings (7) and a rear booster section (15) equipped with four large, trapezoidal tail fins (16) and a rear exhaust nozzle. The Russian text ""Ракета 1Д"" translates to ""Rocket 1D"" or ""Missile 1D."" The layout is consistent with a high-altitude surface-to-air missile (SAM) configuration, specifically the two-stage propulsion architecture described in the PDF Summary.  The physical configuration confirms the PDF Summary's description of the S-75 (SA-2) system, specifically the pairing of a solid rocket booster (15) for initial launch and a liquid propellant sustainer (6). While the numbered callouts (1–16) likely identify critical subsystems—such as the warhead and proximity fuse in the nose (2–5), guidance electronics, and fuel tanks in the mid-section—the absence of a corresponding legend prevents definitive identification of individual components. No dimensions, scale, or material specifications are visible. There is no conflict with the PDF Summary, though the ""1D"" designation is a specific detail not elaborated upon in the text. This image is of moderate intelligence significance as it provides a structural blueprint of the missile's airframe and stage separation point. The next best analytical step is to locate the associated legend for callouts 1–16 to precisely map the internal subsystem architecture and electronic placement.  1D (V-750) Guideline Cutaway (via Vestnik-PVO/Tekhnika i Vooruzheniya)"
e864ba84-6b3c-41d8-8da3-688cb3034524,ddaa9e36-2854-47c3-bc94-ff38d531dafd,SA-2 Guideline _ Зенитный Ракетный Комплекс С-75 Двина_Десна_Волхов.pdf,missile_airframe,10,e864ba84-6b3c-41d8-8da3-688cb3034524:chunk_10,chunk_10,4,488,0,0.42542885305375405,0.5423302054405212,0.3929964206213216,0.5,0.7142857142857143,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,"This image is classified as an engineering_drawing (Confidence: High), as it is a technical, non-photographic side-profile illustration of a missile system; a photo is a plausible alternate if the image is a high-fidelity CGI render, though the lack of complex environmental lighting suggests a drawing. The subject is a two-stage, cylindrical missile airframe depicted in a lateral view. Physically, the vehicle consists of a light-gray forward sustainer section and a dark-gray/black rear booster section. The nose is conical, terminating in a fine, needle-like probe. Small, fixed forward canards are positioned just behind the nose cone. The mid-section features a pair of swept-back, delta-shaped wings for lift and stability. The rear booster stage is characterized by a larger diameter than the sustainer and is equipped with four large, trapezoidal tail fins for stabilization during the initial launch phase. No OCR text or foreign-language markings are visible on the airframe.  The physical configuration—specifically the two-stage architecture with a detachable solid-fuel booster and a liquid-propellant sustainer—is consistent with the S-75 (SA-2 Guideline) described in the PDF summary. The geometry of the mid-body wings and the oversized booster fins are high-signal indicators of a high-altitude, command-guided interceptor designed for stability over long-range trajectories. There are no visible markings to distinguish specific variants (e.g., S-75V), and the internal warhead or guidance electronics are occluded by the airframe skin. The image matches the PDF summary without conflict. Intelligence significance is low to moderate, as it provides a conceptual visual confirmation of the system's external geometry but offers no new technical data on performance or electronic signatures. The next best analytical step is to acquire high-resolution imagery of the nose probe and control surfaces to determine the specific guidance version or identify any modernized RF sensor upgrades."
e864ba84-6b3c-41d8-8da3-688cb3034524,ddaa9e36-2854-47c3-bc94-ff38d531dafd,SA-2 Guideline _ Зенитный Ракетный Комплекс С-75 Двина_Десна_Волхов.pdf,missile_airframe,13,e864ba84-6b3c-41d8-8da3-688cb3034524:chunk_13,chunk_13,5,471,0,0.4146746475063364,0.572788655757904,0.33899897183066074,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,"1D/13D/DM/DA/DAM/20D/DP/DSU/5Ya23/15D Surface to Air Missiles Immediately aft of the fuse is the V-88 series blast fragmentation warhead, which weighs between 190 kg and 250 kg, depending on missile variant. The large warhead size was intended to produce a large lethal envelope, to offset the accuracy limitations of the command link guidance and proximity fusing. Warhead performance evolved over the life of the missile, the early 11D round producing 8,000 fragments, the 20D 32,000 fragments and the very late 5Ya23 29,000 fragments. Initial fragment velocity was 2,500 m/s. The timing of the proximity fuse trigger point was programmable via the command uplink, with shorter delays for closing versus receding targets. Lethal radius was nominally 60 metres (~400 ft lethal diameter). Much of the missile's internal volume is occupied with propellant tanks for the sustainer engine. The 43 kg dry weight Isayev S2.711 (S5.711) liquid propellant powerplant burns a hypergolic propellant mix. The  oxidiser  is  either  AK-20F  or  AK-20K  fuming  nitric  acid  melange  depending  on  the  motor  variant, comprising ~80% nitric acid and ~20% N 2 O 4  with an inhibitor additive. The fuel is TG-02, comprising 50% isomeric  xylidine,  48.5%  triethylamine  and  1.5%  diethylamine,  this  propellant  mix  was  essentially  an evolution of the 1944 Wasserfall fuel. The S2.711 used in early variants produced a thrust rating between 2,650 and 3,000 kp (5,800 lbf and 6,600 lbf), the later S2.720 used in the 20D round produced between 2,075 kp and 3,500 kp (4,580 lbf and 7,700 lbf) thrust using a different propellant mix. Specific impulse for the S2.711 was 224 up to 252.7 kp.sec/kg."
e864ba84-6b3c-41d8-8da3-688cb3034524,ddaa9e36-2854-47c3-bc94-ff38d531dafd,SA-2 Guideline _ Зенитный Ракетный Комплекс С-75 Двина_Десна_Волхов.pdf,missile_airframe,53,e864ba84-6b3c-41d8-8da3-688cb3034524:chunk_53,chunk_53,24,498,0,0.3052666308509625,0.45397937297821045,0.25661798220231385,0.0,0.8571428571428571,0.25,0.2727272727272727,0.2727272727272727,0.0,0.0,0.0,"S-75 / SA-2 Guideline Combat Imagery This image is classified as a photo with high confidence; the presence of natural lighting, depth of field, and a real-world airfield environment precludes other categories. The image depicts a single-seat, single-engine jet aircraft—consistent with a Northrop F-5 variant—captured in a high-angle-of-attack rotation during takeoff or landing with tricycle landing gear fully extended. The airframe features a pointed nose radome, swept-back wings, and a single vertical stabilizer painted in a three-tone camouflage scheme (green, brown, and tan). Visible alphanumeric markings on the tail include ""ZB"" over the number ""423"" in white. The aircraft is configured with two air-to-air missiles mounted on under-wing pylons, exhibiting physical characteristics consistent with the AIM-9 Sidewinder family (cylindrical bodies with forward-mounted canards and rear stabilizers), and a large, streamlined external fuel tank mounted on the centerline station.  There is a total mismatch between the image and the provided PDF Summary; while the summary details the S-75 (SA-2) surface-to-air missile system, the image contains no evidence of S-75 launchers, ""Fan Song"" radars, or SAM missiles. The technical takeaway is that the aircraft is configured for an air-to-air mission profile, though the specific missile variant (e.g., AIM-9P vs. AIM-9M) and the exact airframe model (e.g., F-5E) cannot be definitively confirmed due to image resolution. The intelligence significance is low regarding the S-75 system but provides specific unit identifiers (""ZB 423"") for order-of-battle analysis. Confidence in the aircraft identification is high, while confidence in the specific missile sub-variant is low. The next best analytical step is to cross-reference the ""ZB"" tail code with known F-5 operator registries to identify the specific squadron and nation of origin."
e864ba84-6b3c-41d8-8da3-688cb3034524,ddaa9e36-2854-47c3-bc94-ff38d531dafd,SA-2 Guideline _ Зенитный Ракетный Комплекс С-75 Двина_Десна_Волхов.pdf,missile_airframe,14,e864ba84-6b3c-41d8-8da3-688cb3034524:chunk_14,chunk_14,5,504,0,0.3025627250571776,0.516676127910614,0.2376978601923127,0.0,0.7142857142857143,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,"1D/13D/DM/DA/DAM/20D/DP/DSU/5Ya23/15D Surface to Air Missiles The turbopump for the engine was fuelled by a tank of OT-155 Isonite (isopropyl nitrate). The  propellant payload permitted a burn duration between 25 and 60 seconds, subject to thrust profile. All propellant tanks were pressurised from a compressed air tank. This fuel system arrangement as used in the earlier 1D through 11D variants was supplanted in the 20D and later missile rounds. The later variants used the AK-27I oxidiser, comprising  ~73% nitric acid,  ~27% N 2 O 4 and an inhibitor additive. The fuel was TM185 comprising 56% Kerosene and 40% Trikresol. As this fuel did not ignite spontaneously, an additional tank of TG-02 'starter fuel' was employed to ignite the rocket. The later  propellant  mix  was  more  energetic  and  provided  better  storage  life,  with  the  TM185  fuel  being  less toxic, and the primary propellant components safer to fuel and defuel. The first stage which was used to accelerate the missile at launch used a PRD-18 solid rocket powerplant with  2-4  sec  burn  duration.  This  design  used  14  tubes  of  NMF-2  propellant  and  a  variable  cross  section throat. The missile guidance system is relatively simple, comprising an autopilot and a command link receiver, with a missile beacon in the tail to facilitate tracking by the Fan Song radar. The command link channel produced four distinct pulse modulated waveforms. The K1 and K2 waveforms carried climb/dive and left/right turn commands, the K3 waveform arms the radio proximity fuse, and the K4 waveform is used to program the proximity fuse delay depending on missile engagement geometry. In  operation,  the  Fan  Song  radar  would  track  the  target  and  continuously  compute  an  optimal  missile trajectory for intercept, while tracking the missile via its transponder beacon. The uplink would then be used to continuously drive the missile flightpath as close as possible to the intended trajectory, in a closed loop scheme."
e864ba84-6b3c-41d8-8da3-688cb3034524,ddaa9e36-2854-47c3-bc94-ff38d531dafd,SA-2 Guideline _ Зенитный Ракетный Комплекс С-75 Двина_Десна_Волхов.pdf,missile_airframe,19,e864ba84-6b3c-41d8-8da3-688cb3034524:chunk_19,chunk_19,6,520,1,0.26926187724885314,0.6442934274673462,0.36655917454615045,1.0,0.7142857142857143,0.4722222222222222,0.2727272727272727,0.2727272727272727,0.0,0.0,1.0,"SA-2 Guideline Variant Specifications   7 = 417. Vmax reced tgt, 8 = . Vmax reced tgt, 9 = 417. Vmax reced tgt, 10 = . Vmax reced tgt, 11 = . Missile Type, 1 = . Missile Type, 2 = 1D. Missile Type, 3 = 13D. Missile Type, 4 = 13DM. Missile Type, 5 = 13DA. Missile Type, 6 = 13DAM. Missile Type, 7 = 20D. Missile Type, 8 = 20DP. Missile Type, 9 = 20DSU. Missile Type, 10 = 5Ya23. Missile Type, 11 = 15D. Length, 1 = mm. Length, 2 = 10726. Length, 3 = 10841. Length, 4 = 10841. Length, 5 = 10841. Length, 6 = 10841. Length, 7 = 10778. Length, 8 = 10778. Length, 9 = 10778. Length, 10 = 10798. Length, 11 = 11200. Max speed, 1 = m/s. Max speed, 2 = . Max speed, 3 = 650. Max speed, 4 = 650. Max speed, 5 = 650. Max speed, 6 = 650. Max speed, 7 = 885. Max speed, 8 = 885. Max speed, 9 = 885. Max speed, 10 = . Max speed, 11 = . Weight, 1 = kg. Weight, 2 = 2163. Weight, 3 = 2283. Weight, 4 = 2283. Weight, 5 = 2289. Weight, 6 = 2289. Weight, 7 = 2391. Weight, 8 = 2391. Weight, 9 = 2397. Weight, 10 = 2406. Weight, 11 = 2450. Warhead Weight, 1 = kg. Warhead Weight, 2 = 190. Warhead Weight, 3 = 190. Warhead Weight, 4 = 190. Warhead Weight, 5 = 196. Warhead Weight, 6 = 196. Warhead Weight, 7 = 190. Warhead Weight, 8 = 190. Warhead Weight, 9 = 196. Warhead Weight, 10 = 197. Warhead Weight, 11 = 250. 1st Stage, 1 = 1st Stage. 1st Stage, 2 = 1st Stage. 1st Stage, 3 = 1st Stage."
e864ba84-6b3c-41d8-8da3-688cb3034524,ddaa9e36-2854-47c3-bc94-ff38d531dafd,SA-2 Guideline _ Зенитный Ракетный Комплекс С-75 Двина_Десна_Волхов.pdf,missile_airframe,20,e864ba84-6b3c-41d8-8da3-688cb3034524:chunk_20,chunk_20,6,519,0,0.26787497896600476,0.5102970004081726,0.24625335734438314,1.0,0.7142857142857143,0.05555555555555555,0.2727272727272727,0.2727272727272727,0.0,0.0,0.0,"SA-2 Guideline Variant Specifications   1st Stage, 4 = 1st Stage. 1st Stage, 5 = 1st Stage. 1st Stage, 6 = 1st Stage. 1st Stage, 7 = 1st Stage. 1st Stage, 8 = 1st Stage. 1st Stage, 9 = 1st Stage. 1st Stage, 10 = 1st Stage. 1st Stage, 11 = 1st Stage. Diameter, 1 = mm. Diameter, 2 = 654. Diameter, 3 = 654. Diameter, 4 = 654. Diameter, 5 = 654. Diameter, 6 = 654. Diameter, 7 = 654. Diameter, 8 = 654. Diameter, 9 = 654. Diameter, 10 = 654. Diameter, 11 = . Span, 1 = mm. Span, 2 = . Span, 3 = 2566. Span, 4 = 2566. Span, 5 = 2566. Span, 6 = 2566. Span, 7 = 2566. Span, 8 = 2566. Span, 9 = 2566. Span, 10 = 2566. Span, 11 = . Weight, 1 = kg. Weight, 2 = 1135. Weight, 3 = 1032. Weight, 4 = 1032. Weight, 5 = 1032. Weight, 6 = 1032. Weight, 7 = 1011. Weight, 8 = 1011. Weight, 9 = 1011. Weight, 10 = 1007. Weight, 11 = . 2nd Stage, 1 = 2nd Stage. 2nd Stage, 2 = 2nd Stage. 2nd Stage, 3 = 2nd Stage. 2nd Stage, 4 = 2nd Stage. 2nd Stage, 5 = 2nd Stage. 2nd Stage, 6 = 2nd Stage. 2nd Stage, 7 = 2nd Stage. 2nd Stage, 8 = 2nd Stage. 2nd Stage, 9 = 2nd Stage. 2nd Stage, 10 = 2nd Stage. 2nd Stage, 11 = 2nd Stage. Diameter, 1 = mm. Diameter, 2 = 500. Diameter, 3 = 500. Diameter, 4 = 500. Diameter, 5 = 500. Diameter, 6 = 500. Diameter, 7 = 500. Diameter, 8 = 500. Diameter, 9 = 500. Diameter, 10 = 500. Diameter, 11 = . Span, 1 = mm. Span, 2 ="
e864ba84-6b3c-41d8-8da3-688cb3034524,ddaa9e36-2854-47c3-bc94-ff38d531dafd,SA-2 Guideline _ Зенитный Ракетный Комплекс С-75 Двина_Десна_Волхов.pdf,missile_airframe,4,e864ba84-6b3c-41d8-8da3-688cb3034524:chunk_4,chunk_4,2,308,0,0.2651347144523036,0.4292461574077606,0.06513471445230355,0.5,0.42857142857142855,1.0,1.0,1.0,0.0,0.0,0.0,"Almaz S-75 Dvina/Desna/Volkhov Air Defence System / HQ-2A/B / CSA-1 / SA-2 Guideline Зенитный Ракетный  Комплекс С-75 Двина/Десна/ Волхов The S-75 / SA-2 Guideline was the first SAM to be used in anger, en masse, and changed the character of air warfare forever. Depicted Soviet supplied S-75 / SA-2 Guideline and SM-90 launcher operated by Egypt in 1985 (US DoD)  - Introduction - RSNA-75/SNR-75 Fan Song Engagement Radar - 1D/13D/DM/DA/DAM/20D/DP/DSU/5Ya23/15D Surface to Air Missiles - Production and Exports - S-75 Technical Data - S-75 Launch Footage - S-75 Battery Components - S-75 Battery Deployment - SM-90 Launcher - PR-11A/AM Towed Transporter/Transloader - Almaz RSNA/SNR-75M Fan Song E Engagement Radar - NITEL P-18-2/P-18M  Spoon Rest D/E  Acquisition Radar - PRV-10 Konus  / PRV-11 Vershina / Side Net Heightfinding Radars - RD-75 Amazonka Rangefinding Radar - S-75 / SA-2 Guideline Combat Imagery - References/Sources"
